,set,unit,cycle,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,P50,Nf,Nc,Wf
0,DS01,7.0,1.0,0.10531614,0.0338253,0.11843029,0.02092093,0.12770036,0.033074904,0.10619117,0.022784667,0.123505436,0.033749007,0.1255184,0.016807195,0.098226994,0.033949204
1,DS01,7.0,2.0,0.10158495,0.021600598,0.13689482,0.01290155,0.14126763,0.024384357,0.11017662,0.013520412,0.13842553,0.023474678,0.14571601,0.01304635,0.091506,0.025500525
2,DS01,7.0,3.0,0.110090695,0.054948416,0.09202673,0.03369952,0.09416129,0.049554497,0.09438154,0.036991775,0.09333518,0.047327846,0.10967495,0.031086938,0.10040553,0.05231507
3,DS01,7.0,4.0,0.10312286,0.024349304,0.13241024,0.014065352,0.13843076,0.026294382,0.108467184,0.015233801,0.13530874,0.024636876,0.14368086,0.013781036,0.092825465,0.027393121
4,DS01,7.0,5.0,0.08885418,0.07862444,0.072300285,0.058147613,0.06820761,0.07275668,0.07524895,0.059454568,0.06703298,0.07292312,0.075798474,0.05682561,0.077744834,0.076080665
5,DS01,7.0,6.0,0.09081905,0.06697212,0.07794479,0.044684835,0.08359223,0.06536377,0.08294743,0.049468365,0.08402158,0.0619544,0.09317209,0.046708304,0.08543009,0.06692093
6,DS01,7.0,7.0,0.104564756,0.07731907,0.06594602,0.05550338,0.06889886,0.07031543,0.07265939,0.05819042,0.0646176,0.0709996,0.078400835,0.054299016,0.082745545,0.07554009
7,DS01,7.0,8.0,0.117266916,0.03967563,0.10846368,0.022344625,0.116359994,0.03795441,0.10421913,0.026140533,0.11333562,0.03411054,0.12876572,0.021243855,0.09104207,0.039077293
8,DS01,7.0,9.0,0.1145343,0.06400973,0.07920916,0.039967835,0.089632004,0.057558876,0.087237604,0.045692634,0.08532903,0.05473861,0.095631644,0.0430887,0.08266095,0.06070891
9,DS01,7.0,10.0,0.10914691,0.047436032,0.08023787,0.032619465,0.096059,0.045990486,0.12510602,0.034675404,0.081645615,0.045281626,0.11806704,0.03453607,0.10076957,0.048428882
10,DS01,7.0,11.0,0.08789057,0.07338084,0.073662594,0.051006414,0.082919545,0.06896669,0.07586035,0.05374855,0.08229713,0.065812506,0.08202415,0.049911343,0.08088516,0.07163415
11,DS01,7.0,12.0,0.102857605,0.07172235,0.076060176,0.04997041,0.076727726,0.06423734,0.0806472,0.05203692,0.073342435,0.06332563,0.08745068,0.046946008,0.08639204,0.06828348
12,DS01,7.0,13.0,0.118758984,0.054708593,0.09205489,0.03606988,0.090024345,0.048348155,0.09837322,0.039002396,0.085331045,0.048508193,0.10685543,0.034238305,0.09599653,0.05173004
13,DS01,7.0,14.0,0.10272439,0.06927413,0.06771348,0.04735006,0.07994233,0.06413669,0.08580162,0.05090461,0.073019005,0.06401292,0.09179218,0.048501253,0.085357405,0.069469936
14,DS01,7.0,15.0,0.0998949,0.08007754,0.066344015,0.056354903,0.06788933,0.07201716,0.072476305,0.05826746,0.06497412,0.07259831,0.07460595,0.054812882,0.08223788,0.07744924
15,DS01,7.0,16.0,0.114893876,0.06884228,0.076322064,0.04161461,0.08688422,0.060494177,0.08826369,0.04879425,0.0833178,0.056755308,0.09141794,0.047774486,0.073689796,0.060935494
16,DS01,7.0,17.0,0.110522225,0.078722164,0.074081376,0.05202948,0.0684442,0.06718317,0.07635869,0.05588491,0.0662184,0.06835505,0.07827539,0.054624226,0.07754658,0.07175414
17,DS01,7.0,18.0,0.10542762,0.07601359,0.071394,0.05174555,0.069875844,0.068050124,0.07707611,0.056533504,0.06711606,0.068489514,0.079124466,0.054943044,0.081116356,0.07309424
18,DS01,7.0,19.0,0.10516528,0.06691512,0.081836745,0.04782696,0.082030386,0.059926104,0.084281206,0.049079936,0.07897086,0.05968727,0.088349245,0.044428345,0.08767443,0.06382811
19,DS01,7.0,20.0,0.09985718,0.07943476,0.07253953,0.055056036,0.066206396,0.071258925,0.07533787,0.058390543,0.06428133,0.07161717,0.07593633,0.056221887,0.078759424,0.075102605
20,DS01,7.0,21.0,0.1262187,0.05471173,0.07135054,0.039242797,0.081462726,0.051556434,0.11839333,0.040280204,0.064254574,0.053623635,0.11290734,0.039567176,0.091108836,0.055321984
21,DS01,7.0,22.0,0.112857476,0.079562046,0.07560386,0.051757738,0.06926827,0.06597505,0.0769606,0.054670475,0.066966414,0.06719595,0.07844099,0.053673033,0.076707296,0.070360795
22,DS01,7.0,23.0,0.113419175,0.068104684,0.07543277,0.04312153,0.08470428,0.06115047,0.083161786,0.049611744,0.08050117,0.05826704,0.09009248,0.048129216,0.079521894,0.06478176
23,DS01,7.0,24.0,0.09480231,0.08502201,0.067215584,0.059601102,0.060770098,0.07613974,0.069394566,0.06359608,0.058787815,0.07616646,0.07116437,0.06154309,0.074776284,0.081020504
24,DS01,7.0,25.0,0.11409913,0.08027672,0.07809174,0.050250914,0.06565957,0.06918596,0.07610446,0.057403956,0.06592078,0.06704529,0.078570426,0.057533294,0.069452584,0.07040518
25,DS01,7.0,26.0,0.12277969,0.071741186,0.07514459,0.049672406,0.06966653,0.060690504,0.08609005,0.052285254,0.062777154,0.06189746,0.087937936,0.049342398,0.08397951,0.06599531
26,DS01,7.0,27.0,0.08047656,0.087373406,0.073285654,0.058097932,0.064440265,0.07776243,0.07341879,0.060022514,0.06485733,0.07658475,0.06907156,0.060005777,0.07370027,0.08090276
27,DS01,7.0,28.0,0.1109546,0.07844298,0.08031969,0.050467264,0.06932942,0.06501372,0.078577794,0.053799376,0.06810383,0.06544882,0.08000165,0.05292233,0.077800654,0.068817854
28,DS01,7.0,29.0,0.094010375,0.088106096,0.076266274,0.05286154,0.06086287,0.075930215,0.07729037,0.05606495,0.060447544,0.07377033,0.07381335,0.0541585,0.080007136,0.07641045
29,DS01,7.0,30.0,0.10445443,0.08909888,0.077466294,0.05273792,0.0607552,0.0725996,0.0737401,0.056174293,0.060714282,0.071595676,0.07409519,0.055267245,0.07564699,0.07565391
30,DS01,7.0,31.0,0.1313917,0.071370885,0.09052069,0.03775156,0.080463514,0.057738453,0.07945314,0.044944435,0.08008238,0.051913958,0.09573641,0.044368178,0.07407856,0.060186133
31,DS01,7.0,32.0,0.12893713,0.07286432,0.0836453,0.038342096,0.082645334,0.057895426,0.07734048,0.0494805,0.08172976,0.051848933,0.09322821,0.049451817,0.07151517,0.061075505
32,DS01,7.0,33.0,0.08982306,0.07687085,0.08554042,0.05147379,0.07164815,0.06766184,0.084696494,0.051964533,0.07311684,0.067109905,0.08167269,0.051595505,0.07884354,0.06798238
33,DS01,7.0,34.0,0.16335964,0.045914266,0.09186479,0.024204198,0.083196126,0.036457706,0.121303305,0.039712355,0.067938186,0.030523572,0.11773234,0.038279504,0.10025989,0.039254136
34,DS01,7.0,35.0,0.11403083,0.07901764,0.080769256,0.049953457,0.066201344,0.068840735,0.076711796,0.056174595,0.06677561,0.066625185,0.07923692,0.05628219,0.069802426,0.06957802
35,DS01,7.0,36.0,0.092172034,0.07186797,0.10241749,0.038491316,0.06890389,0.06529462,0.10082257,0.04025929,0.0764452,0.062178813,0.090025485,0.040190842,0.092098214,0.058832254
36,DS01,7.0,37.0,0.1116583,0.053260587,0.110715136,0.03289509,0.08175306,0.052003883,0.10499012,0.036384325,0.087255,0.04863753,0.0992024,0.036647473,0.094444975,0.050152134
37,DS01,7.0,38.0,0.10517887,0.08654288,0.0907693,0.044894762,0.06172159,0.070070446,0.08343661,0.046617527,0.06575278,0.067077994,0.08215469,0.046827167,0.08097751,0.067977875
38,DS01,7.0,39.0,0.092553295,0.081828035,0.08616266,0.046008307,0.070777304,0.06819496,0.0854159,0.048113,0.07307315,0.06435214,0.08106831,0.04744713,0.0866723,0.06833353
39,DS01,7.0,40.0,0.09838388,0.052288715,0.10811518,0.034737904,0.083669335,0.051088545,0.106381275,0.0382322,0.09001958,0.05102688,0.10019817,0.038038097,0.0977504,0.050069816
40,DS01,7.0,41.0,0.0882432,0.06434145,0.096176,0.043699335,0.07943886,0.058927562,0.09606442,0.04435105,0.08414445,0.059763763,0.089987524,0.045007836,0.090336606,0.059517942
41,DS01,7.0,42.0,0.08680517,0.053894784,0.10901846,0.03195235,0.07818263,0.05638746,0.11346568,0.035738297,0.08684487,0.05876041,0.0991129,0.03606987,0.10437503,0.04939209
42,DS01,7.0,43.0,0.10982259,0.06000225,0.10562942,0.039016884,0.073212974,0.059168044,0.09535798,0.042195674,0.07594345,0.055827104,0.09716971,0.042561032,0.0878245,0.056268405
43,DS01,7.0,44.0,0.16305664,0.034773514,0.122656174,0.020595282,0.07568132,0.0544167,0.11024857,0.027382117,0.08245529,0.04707727,0.10646238,0.02838573,0.08124691,0.045562085
44,DS01,7.0,45.0,0.08636501,0.044384364,0.10654741,0.031063357,0.08183839,0.05195859,0.117278785,0.037036784,0.08783296,0.054204967,0.10059065,0.03798619,0.11501337,0.047899194
45,DS01,7.0,46.0,0.13095775,0.025677346,0.11831792,0.025108417,0.078704305,0.055657018,0.10936478,0.037417144,0.08812591,0.052853573,0.10559349,0.038151458,0.08403759,0.050033327
46,DS01,7.0,47.0,0.09097628,0.047507416,0.109407715,0.034954827,0.08084679,0.052036185,0.107648976,0.039073605,0.086343035,0.053767294,0.103033446,0.04089126,0.103982165,0.049531
47,DS01,7.0,48.0,0.097340435,0.045508895,0.11284416,0.03157439,0.08645462,0.047860388,0.11069052,0.03666198,0.09358765,0.04868787,0.10470297,0.036149357,0.1013258,0.04661094
48,DS01,7.0,49.0,0.08742398,0.03509801,0.1085999,0.035284787,0.10152635,0.037271336,0.10832187,0.05162752,0.10331064,0.037101157,0.10793691,0.050688207,0.09279725,0.04301209
49,DS01,7.0,50.0,0.06774384,0.064389706,0.08516909,0.04089747,0.0902721,0.054755643,0.08363209,0.08132605,0.09109977,0.050309345,0.08611587,0.07683562,0.06869312,0.05876029
50,DS01,7.0,51.0,0.055122245,0.0836524,0.06956181,0.05425257,0.0774348,0.07713378,0.06521455,0.09407117,0.07740577,0.05464971,0.07020059,0.09081835,0.05337454,0.07710771
51,DS01,7.0,52.0,0.04595353,0.10520851,0.057918902,0.059619647,0.07198905,0.08633779,0.051210888,0.104384616,0.07196564,0.056598067,0.05852107,0.10281014,0.042379316,0.085102834
52,DS01,7.0,53.0,0.047316622,0.095429614,0.058492087,0.06356293,0.0706849,0.08956881,0.052415077,0.102591544,0.07053373,0.05728199,0.05938349,0.10069997,0.043420073,0.088619165
53,DS01,7.0,54.0,0.045540664,0.09667887,0.055840258,0.070244126,0.071594834,0.10378476,0.040591106,0.09795515,0.07146961,0.05528612,0.055651207,0.098123126,0.037075564,0.10016459
54,DS01,7.0,55.0,0.048589054,0.08523096,0.06482623,0.0713447,0.0765954,0.101459324,0.04532764,0.08885301,0.07660184,0.0488634,0.06356509,0.08974619,0.040932488,0.09806467
55,DS01,7.0,56.0,0.044363108,0.07884796,0.066242225,0.0756457,0.07653198,0.1028422,0.04851353,0.0876015,0.076174475,0.047002397,0.06511813,0.088401765,0.04312053,0.099594526
56,DS01,7.0,57.0,0.044244856,0.06913693,0.06695018,0.08675515,0.07212693,0.10731755,0.044860862,0.08858351,0.07165953,0.04906251,0.06520979,0.09041124,0.039218534,0.104462445
57,DS01,7.0,58.0,0.044548173,0.06016103,0.08153123,0.084730275,0.0760936,0.10023211,0.052675713,0.07896113,0.075584196,0.04262345,0.07816762,0.08143556,0.047117047,0.096138865
58,DS01,7.0,59.0,0.062767275,0.05678249,0.08684783,0.078341156,0.07879697,0.09501851,0.04901564,0.074022084,0.07823815,0.043949127,0.08378531,0.07625324,0.044059277,0.09212294
59,DS01,7.0,60.0,0.049295284,0.064945474,0.070001304,0.08775447,0.071890675,0.10829851,0.044651065,0.08447884,0.07143051,0.048186723,0.06827724,0.08748308,0.038952924,0.1043539
60,DS01,7.0,61.0,0.06898488,0.042219657,0.11533566,0.06759469,0.089049295,0.07643641,0.06674362,0.05588226,0.088409156,0.03007655,0.11191381,0.057710722,0.0576532,0.07199008
61,DS01,7.0,62.0,0.06355409,0.033228505,0.12957229,0.053071477,0.11251634,0.06697225,0.07687642,0.036504764,0.11190536,0.023428427,0.12386825,0.038430456,0.06828264,0.061788734
62,DS01,7.0,63.0,0.07292702,0.03239027,0.1300579,0.051389445,0.111079805,0.06587487,0.07710596,0.035582315,0.11033048,0.021657048,0.12611051,0.038196303,0.06659569,0.060702387
63,DS01,7.0,64.0,0.06398181,0.02925276,0.1306632,0.03792595,0.13666557,0.0640241,0.08095145,0.022796093,0.13522014,0.017384687,0.12684979,0.026425533,0.06866035,0.05919856
64,DS01,7.0,65.0,0.07655521,0.026980111,0.13641632,0.04262143,0.12254325,0.060127053,0.08104842,0.026244713,0.12156451,0.019375293,0.13288054,0.02931344,0.06925435,0.05507539
65,DS01,7.0,66.0,0.078814335,0.014230856,0.15162966,0.019636523,0.15732935,0.0424959,0.08305933,0.008290314,0.15561903,0.018214898,0.15132628,0.012968686,0.06741351,0.038971327
66,DS01,7.0,67.0,0.08650563,0.010168296,0.16518462,0.012317504,0.16259517,0.027151795,0.08722098,0.0052067917,0.1602484,0.014001611,0.16640805,0.0099614365,0.067976624,0.025053091
67,DS01,7.0,68.0,0.08756191,0.008869765,0.1696614,0.010147387,0.16489747,0.019500747,0.09088598,0.0051811864,0.16214553,0.015093102,0.17132384,0.008930277,0.067800455,0.018000945
68,DS01,7.0,69.0,0.09125225,0.008031039,0.17459866,0.0088550085,0.16446245,0.014401597,0.09233939,0.004886077,0.16150655,0.013469129,0.1772045,0.008217566,0.067646526,0.013129233
69,DS01,7.0,70.0,0.106803894,0.007568709,0.17016022,0.006794588,0.14524733,0.010977625,0.116269976,0.005712091,0.142823,0.012249914,0.17274271,0.006230359,0.08573391,0.010685706
70,DS01,7.0,71.0,0.1033951,0.0065031545,0.18481277,0.0066175736,0.16133179,0.0080427425,0.090139754,0.0038801131,0.15800908,0.009165832,0.18926154,0.0064196642,0.06542377,0.006997108
71,DS01,7.0,72.0,0.106643416,0.0070989123,0.17960075,0.006506166,0.15610953,0.00819916,0.100189246,0.0047867624,0.15294799,0.00969015,0.18457063,0.00627692,0.06998589,0.007394489
72,DS01,7.0,73.0,0.11061687,0.0053394153,0.16326946,0.0045885528,0.1457595,0.006507346,0.14417763,0.0045453953,0.14250615,0.0072350893,0.16493309,0.004285825,0.08955965,0.006676015
73,DS01,7.0,74.0,0.11933253,0.005479488,0.18670052,0.004740805,0.15512595,0.005404807,0.09667173,0.0038696025,0.15132357,0.008318652,0.18797645,0.0045669978,0.065359116,0.00512979
74,DS01,7.0,75.0,0.12786838,0.004006645,0.19184403,0.0034582852,0.15265198,0.003819089,0.09604561,0.002713734,0.1478168,0.0056160367,0.19247693,0.0033608573,0.06478445,0.0035371566
75,DS01,7.0,76.0,0.12755631,0.0043234387,0.18785104,0.0036293324,0.15056458,0.004241399,0.10447328,0.0031080537,0.14599651,0.0056707384,0.18677753,0.0035082449,0.06822425,0.0040752864
76,DS01,7.0,77.0,0.13179886,0.00407557,0.19096082,0.0031801914,0.14999638,0.003563383,0.10082781,0.0027507907,0.1447534,0.0055910093,0.1894352,0.0030906673,0.066554375,0.0034215588
77,DS01,7.0,78.0,0.13689654,0.0036282837,0.19308387,0.002655124,0.14882492,0.0028090917,0.10010911,0.0026499182,0.14280294,0.0050033275,0.19069341,0.0026065903,0.06537784,0.0028590693
78,DS01,7.0,79.0,0.13801706,0.0034488668,0.19314437,0.0024831272,0.14852107,0.0026249066,0.10136,0.0024842245,0.14187631,0.004695948,0.19045794,0.0024441213,0.065774135,0.0026678983
79,DS01,7.0,80.0,0.13856675,0.0029184138,0.19007859,0.0022473084,0.14721459,0.0023981386,0.1100512,0.0024804138,0.13937557,0.0035509511,0.18699698,0.0022242274,0.06933996,0.0025569291
80,DS01,7.0,81.0,0.13852362,0.0028959268,0.19070803,0.002251818,0.14831425,0.002413044,0.10905212,0.002482142,0.13954957,0.0034777345,0.18744673,0.0022271688,0.06809911,0.0025587303
81,DS01,7.0,82.0,0.14254104,0.002494029,0.19512585,0.0017434737,0.14974809,0.0018331319,0.10190059,0.001967263,0.13965325,0.003245593,0.19237812,0.001734794,0.06368352,0.0019512244
82,DS01,8.0,1.0,0.09037788,0.0812319,0.0692274,0.057028968,0.069096334,0.07458846,0.078384414,0.054495163,0.06348824,0.07743708,0.075427145,0.05349166,0.078873515,0.076851845
83,DS01,8.0,2.0,0.09532171,0.06758177,0.08143545,0.042960614,0.09277007,0.063333504,0.07935522,0.04572888,0.09251531,0.058564935,0.09238287,0.04409173,0.07845455,0.06550338
84,DS01,8.0,3.0,0.10550931,0.08035161,0.06766996,0.054955903,0.06663217,0.0710382,0.07570647,0.061231967,0.06236198,0.07172421,0.076573506,0.05721409,0.07574431,0.07328631
85,DS01,8.0,4.0,0.10860185,0.08189257,0.07516944,0.056574263,0.054856602,0.06985966,0.07948515,0.054656982,0.050873797,0.07266738,0.081600055,0.05055472,0.08683347,0.07637405
86,DS01,8.0,5.0,0.14229916,0.05936463,0.07641108,0.044085298,0.0721075,0.051502388,0.09671313,0.045676313,0.058598418,0.052212648,0.103560954,0.039421614,0.09854987,0.059496984
87,DS01,8.0,6.0,0.115734056,0.07711464,0.07755161,0.048905924,0.067319304,0.06375929,0.08595671,0.04912753,0.06103281,0.06508805,0.08364303,0.047940034,0.089348085,0.06747893
88,DS01,8.0,7.0,0.087368324,0.08980967,0.08555963,0.04841994,0.05647302,0.076671064,0.08376701,0.051206406,0.057496842,0.07243933,0.07879897,0.05005406,0.08814667,0.07378907
89,DS01,8.0,8.0,0.11743834,0.092538305,0.08665687,0.04526129,0.053941876,0.07163915,0.0806967,0.050367754,0.056679238,0.06850296,0.080097914,0.049680296,0.07704044,0.069458865
90,DS01,8.0,9.0,0.07621662,0.0933188,0.067994535,0.063293636,0.05724325,0.08547549,0.064616024,0.06349308,0.058659323,0.085820146,0.063978516,0.06272051,0.06999852,0.087171555
91,DS01,8.0,10.0,0.17274162,0.06651494,0.08817946,0.034740042,0.063709386,0.046735365,0.10039513,0.049894918,0.05812316,0.04419076,0.099914566,0.047631685,0.07861041,0.048618566
92,DS01,8.0,11.0,0.11637673,0.087288044,0.073360965,0.054354195,0.057271417,0.074439,0.06943524,0.060236994,0.05698344,0.07465511,0.072311334,0.059284776,0.067442164,0.07656061
93,DS01,8.0,12.0,0.121016,0.079510674,0.10667281,0.03473654,0.061589267,0.06263325,0.094271325,0.040557366,0.066911824,0.054766353,0.093809746,0.041434854,0.08411097,0.05797902
94,DS01,8.0,13.0,0.10340481,0.078247815,0.092457496,0.046260573,0.066371575,0.070603095,0.08233973,0.04654668,0.070150904,0.06835381,0.0828502,0.047289338,0.077143215,0.06798075
95,DS01,8.0,14.0,0.08810193,0.090024255,0.083711006,0.049710173,0.05628536,0.07704647,0.08221048,0.052092895,0.056692965,0.07371502,0.07766617,0.050752673,0.087115526,0.07487507
96,DS01,8.0,15.0,0.14523765,0.072903514,0.084867574,0.043160055,0.062232137,0.05491543,0.09142264,0.05183892,0.055819914,0.054101277,0.090548046,0.049497657,0.08515143,0.05830376
97,DS01,8.0,16.0,0.09868802,0.09043475,0.08661087,0.04783316,0.05705761,0.07244733,0.08355902,0.05190917,0.059587806,0.068617135,0.08018148,0.05128044,0.081217244,0.070575945
98,DS01,8.0,17.0,0.10248976,0.07012524,0.09396504,0.040844012,0.07224719,0.06203778,0.094621696,0.04422171,0.07360584,0.058058858,0.08912386,0.043009467,0.09322803,0.06242152
99,DS01,8.0,18.0,0.08352326,0.092480786,0.0654521,0.06131993,0.060956556,0.08041238,0.06649639,0.05953005,0.060099572,0.083227165,0.06522612,0.057617582,0.07881164,0.084846474
100,DS01,8.0,19.0,0.09455372,0.062592305,0.10630706,0.03817304,0.080768935,0.055924967,0.10502103,0.035900757,0.084995106,0.0579866,0.09811886,0.0392905,0.09179235,0.048574783
101,DS01,8.0,20.0,0.08514636,0.07928833,0.10742834,0.039184973,0.07178246,0.058010425,0.108912274,0.031229151,0.07545372,0.060501855,0.09904996,0.04095198,0.0982118,0.044848353
102,DS01,8.0,21.0,0.08543342,0.051802833,0.11285068,0.029513657,0.07407347,0.053993735,0.11744557,0.03365137,0.08026379,0.057529397,0.106019534,0.037646405,0.11673662,0.04303951
103,DS01,8.0,22.0,0.15327111,0.080449715,0.10956696,0.031448957,0.050679196,0.04921732,0.09659013,0.04479154,0.053275388,0.041212235,0.10069928,0.044310953,0.09550342,0.048983797
104,DS01,8.0,23.0,0.15944344,0.0693081,0.12080924,0.026273144,0.062336892,0.04744226,0.10267925,0.025701327,0.06493739,0.04681422,0.11256238,0.03069591,0.091517255,0.039479192
105,DS01,8.0,24.0,0.0875179,0.05332541,0.10817654,0.034564003,0.08573752,0.05208054,0.110102504,0.03454713,0.09027145,0.057023052,0.10219266,0.037221003,0.101051144,0.046189133
106,DS01,8.0,25.0,0.15510194,0.051631495,0.101964526,0.022014536,0.062302988,0.04292156,0.11977227,0.04218437,0.059511643,0.036163785,0.11234304,0.04508228,0.106344745,0.042660818
107,DS01,8.0,26.0,0.11441897,0.08829599,0.09598057,0.041561455,0.056003664,0.065647565,0.08812221,0.04643646,0.058711555,0.06045121,0.08627137,0.045729086,0.087696336,0.06467356
108,DS01,8.0,27.0,0.07056193,0.06319368,0.09912278,0.04338541,0.085685,0.055286676,0.10828827,0.03451728,0.088695414,0.06329138,0.094465114,0.04464368,0.101615146,0.047248237
109,DS01,8.0,28.0,0.086930424,0.058555268,0.10473989,0.036751855,0.083149195,0.055997707,0.10387978,0.036927603,0.088897884,0.060650602,0.09759627,0.038376596,0.09622257,0.051324345
110,DS01,8.0,29.0,0.063120745,0.04688348,0.088553995,0.040884484,0.07567083,0.052808963,0.11182587,0.058208156,0.07654466,0.058475044,0.088210374,0.06814381,0.11982826,0.05084135
111,DS01,8.0,30.0,0.10667948,0.03738878,0.11312825,0.036152594,0.07030457,0.049939595,0.100601114,0.03973569,0.07079623,0.054084934,0.11219596,0.048969902,0.11503911,0.04498379
112,DS01,8.0,31.0,0.081774145,0.056498807,0.11648282,0.025764897,0.077560306,0.04761229,0.12668571,0.026409414,0.084205404,0.053454842,0.108059004,0.032341115,0.12787117,0.035280082
113,DS01,8.0,32.0,0.05406134,0.084865786,0.07143255,0.04218062,0.086006954,0.05975765,0.07758142,0.093874454,0.086715765,0.056996696,0.07177379,0.09003611,0.06307998,0.061636884
114,DS01,8.0,33.0,0.07879506,0.038706332,0.09655364,0.03701804,0.09108487,0.04940159,0.121642716,0.04311819,0.09445821,0.05584673,0.09294087,0.047556244,0.10594397,0.04693354
115,DS01,8.0,34.0,0.04916168,0.08808447,0.06764569,0.044211052,0.07980251,0.06263167,0.080306984,0.09690431,0.08071421,0.05678141,0.06786692,0.0940121,0.06713252,0.064744495
116,DS01,8.0,35.0,0.060009364,0.052338783,0.08946226,0.043079577,0.07933055,0.05488443,0.112353384,0.04824381,0.08042805,0.06562937,0.089071,0.0624455,0.11490667,0.04781726
117,DS01,8.0,36.0,0.050437238,0.0935467,0.06483886,0.054837946,0.076426156,0.07719616,0.06094458,0.10057461,0.07641122,0.05688933,0.06534185,0.09742446,0.048035286,0.0770956
118,DS01,8.0,37.0,0.04065131,0.09791735,0.05065389,0.069227405,0.063771054,0.09256019,0.05045398,0.11312686,0.0634272,0.064197935,0.051369507,0.11077559,0.039693505,0.09217424
119,DS01,8.0,38.0,0.04694239,0.09546106,0.060684267,0.05378964,0.07332162,0.07435455,0.066252425,0.105499156,0.0735287,0.05918865,0.061629932,0.10202511,0.05195201,0.07537049
120,DS01,8.0,39.0,0.038260587,0.09960631,0.05082711,0.07088529,0.062180337,0.09598723,0.048819426,0.11206335,0.062008526,0.062388513,0.051424276,0.1112381,0.03987677,0.094434164
121,DS01,8.0,40.0,0.04028444,0.08855111,0.055631056,0.072749905,0.062492613,0.09284681,0.052950703,0.110569775,0.06214254,0.06238666,0.056454156,0.108624935,0.041780803,0.092534475
122,DS01,8.0,41.0,0.040973634,0.07291656,0.0536839,0.06929824,0.06146098,0.085435905,0.08683879,0.103080556,0.06130519,0.061965488,0.05441137,0.10173989,0.061704773,0.08518473
123,DS01,8.0,42.0,0.041589476,0.08339105,0.056429125,0.08021858,0.0644319,0.10520031,0.045275092,0.10275849,0.064083815,0.058715668,0.056328688,0.10218433,0.03702836,0.10236511
124,DS01,8.0,43.0,0.04553267,0.086275145,0.053968564,0.07934378,0.06958903,0.11035596,0.037395984,0.098141834,0.068925135,0.057897624,0.05396563,0.09840271,0.032821886,0.10738404
125,DS01,8.0,44.0,0.043262593,0.09675579,0.05699706,0.07053362,0.0705306,0.1034721,0.04175081,0.098557994,0.070459515,0.05437338,0.05722679,0.09861543,0.03820469,0.09925963
126,DS01,8.0,45.0,0.050760154,0.07667751,0.058947533,0.081832156,0.074734375,0.11075217,0.039666288,0.08823161,0.07423236,0.051705264,0.058806296,0.09054398,0.035355624,0.107754685
127,DS01,8.0,46.0,0.046284936,0.071201526,0.06255554,0.0853738,0.06907809,0.10680916,0.04584703,0.09320174,0.06858102,0.052886803,0.06135514,0.09381817,0.038395718,0.104611315
128,DS01,8.0,47.0,0.041534603,0.07441734,0.05849153,0.090900406,0.06658352,0.11314983,0.03985447,0.09553749,0.06633184,0.05305491,0.057556454,0.09750626,0.03496864,0.1101127
129,DS01,8.0,48.0,0.047200944,0.054353554,0.096595585,0.08037349,0.079361275,0.09049214,0.059694443,0.072468765,0.07869694,0.033787742,0.09313729,0.07519188,0.053152032,0.08549393
130,DS01,8.0,49.0,0.042772423,0.06473486,0.07477884,0.09093877,0.06669918,0.105467595,0.047368478,0.08722831,0.066386685,0.04641573,0.07372419,0.0900657,0.0429118,0.10050744
131,DS01,8.0,50.0,0.043331165,0.059185114,0.08828206,0.08629962,0.07303123,0.09776999,0.0536432,0.078783244,0.072513685,0.039033204,0.08548345,0.08209524,0.04864845,0.091900356
132,DS01,8.0,51.0,0.05164832,0.048191644,0.1086216,0.07223438,0.089931995,0.0838319,0.06434779,0.060189046,0.0892992,0.0284224,0.105201244,0.062977225,0.057332266,0.077771
133,DS01,8.0,52.0,0.052528232,0.04312436,0.11769973,0.06187193,0.10427806,0.076621264,0.072053,0.047857758,0.10355048,0.021121385,0.11411339,0.050681826,0.06408927,0.07040934
134,DS01,8.0,53.0,0.058811456,0.03299642,0.12705295,0.046084587,0.12715454,0.06912106,0.07783503,0.030274889,0.12592693,0.016017301,0.12436574,0.03343607,0.06731138,0.06361165
135,DS01,8.0,54.0,0.07121208,0.02893647,0.13323174,0.046799425,0.119787835,0.063764304,0.0784965,0.03018535,0.11884552,0.018503528,0.13109255,0.033274382,0.067489095,0.05838121
136,DS01,8.0,55.0,0.059890587,0.03706994,0.122481786,0.055093493,0.11438056,0.07369864,0.07266558,0.039013784,0.11340585,0.019865708,0.11980323,0.042539686,0.06252269,0.067568466
137,DS01,8.0,56.0,0.075367786,0.019353947,0.14173105,0.029348494,0.1437277,0.053493716,0.08528567,0.014372599,0.1422142,0.015752036,0.14109619,0.018144675,0.070812464,0.049299452
138,DS01,8.0,57.0,0.07459252,0.015157591,0.14572018,0.021193676,0.15411772,0.047982566,0.09092796,0.009123416,0.15226993,0.009761326,0.14631337,0.013207248,0.074733384,0.044899113
139,DS01,8.0,58.0,0.0751599,0.0140324645,0.14647514,0.019354384,0.15715466,0.04644865,0.091203794,0.007842915,0.15519375,0.009791935,0.14745952,0.012317514,0.0739986,0.043566782
140,DS01,8.0,59.0,0.07918428,0.011561627,0.15528058,0.014550489,0.16604072,0.036204245,0.084630206,0.0054715835,0.16361572,0.015088134,0.15695508,0.011038214,0.06662267,0.03375646
